date,disease,T20_mean_x,ST_mean_x,T60_mean_x,H_mean_x,T20_min_x,ST_min_x,T60_min_x,H_min_x,T20_max_x,ST_max_x,T60_max_x,H_max_x,T20_mean_y,ST_mean_y,T60_mean_y,H_mean_y,T20_min_y,ST_min_y,T60_min_y,H_min_y,T20_max_y,ST_max_y,T60_max_y,H_max_y,T20_mean_z,ST_mean_z,T60_mean_z,H_mean_z,T20_min_z,ST_min_z,T60_min_z,H_min_z,T20_max_z,ST_max_z,T60_max_z,H_max_z
2017-06-15,0,23.62638888888889,23.852083333333336,23.204166666666666,72.94444444444444,15.8,19.8,15.2,29.0,34.2,31.1,33.7,100.0,23.19583333333333,22.69305555555556,22.8125,66.20833333333333,13.9,19.2,13.9,33.0,33.2,26.1,33.8,100.0,24.14583333333333,23.16041666666668,24.51388888888888,45.069444444444436,16.4,18.5,16.2,19.0,36.2,29.2,39.0,69.0
2017-06-16,0,24.631944444444446,23.71388888888889,24.43541666666667,67.6388888888889,15.4,19.3,15.0,29.0,36.6,29.2,37.9,100.0,23.62638888888889,23.852083333333336,23.204166666666666,72.94444444444444,15.8,19.8,15.2,29.0,34.2,31.1,33.7,100.0,23.19583333333333,22.69305555555556,22.8125,66.20833333333333,13.9,19.2,13.9,33.0,33.2,26.1,33.8,100.0
2017-06-17,0,25.824305555555558,23.519444444444453,24.760416666666675,63.25,15.9,19.7,15.6,31.0,37.4,28.8,36.3,100.0,24.631944444444446,23.71388888888889,24.43541666666667,67.6388888888889,15.4,19.3,15.0,29.0,36.6,29.2,37.9,100.0,23.62638888888889,23.852083333333336,23.204166666666666,72.94444444444444,15.8,19.8,15.2,29.0,34.2,31.1,33.7,100.0
2017-06-18,0,25.15208333333333,23.343055555555548,24.56388888888888,62.423611111111114,16.3,19.0,15.9,37.0,35.8,28.2,35.6,87.0,25.824305555555558,23.519444444444453,24.760416666666675,63.25,15.9,19.7,15.6,31.0,37.4,28.8,36.3,100.0,24.631944444444446,23.71388888888889,24.43541666666667,67.6388888888889,15.4,19.3,15.0,29.0,36.6,29.2,37.9,100.0
2017-06-19,0,21.9763888888889,22.476388888888888,21.290277777777774,83.35416666666667,18.5,21.2,17.9,70.0,27.3,24.2,25.8,99.0,25.15208333333333,23.343055555555548,24.56388888888888,62.423611111111114,16.3,19.0,15.9,37.0,35.8,28.2,35.6,87.0,25.824305555555558,23.519444444444453,24.760416666666675,63.25,15.9,19.7,15.6,31.0,37.4,28.8,36.3,100.0
2017-06-20,0,26.422916666666666,24.259027777777767,25.73263888888889,69.35416666666667,17.8,20.3,17.4,41.0,36.7,28.7,36.9,97.0,21.9763888888889,22.476388888888888,21.290277777777774,83.35416666666667,18.5,21.2,17.9,70.0,27.3,24.2,25.8,99.0,25.15208333333333,23.343055555555548,24.56388888888888,62.423611111111114,16.3,19.0,15.9,37.0,35.8,28.2,35.6,87.0
2017-06-21,0,26.04652777777777,24.66666666666667,25.28055555555556,76.5763888888889,16.8,20.6,16.3,44.0,39.4,29.7,39.1,100.0,26.422916666666666,24.259027777777767,25.73263888888889,69.35416666666667,17.8,20.3,17.4,41.0,36.7,28.7,36.9,97.0,21.9763888888889,22.476388888888888,21.290277777777774,83.35416666666667,18.5,21.2,17.9,70.0,27.3,24.2,25.8,99.0
2017-06-22,0,22.64027777777777,23.19375,22.31250000000001,90.35416666666669,18.3,21.2,18.0,75.0,30.8,25.4,30.1,100.0,26.04652777777777,24.66666666666667,25.28055555555556,76.5763888888889,16.8,20.6,16.3,44.0,39.4,29.7,39.1,100.0,26.422916666666666,24.259027777777767,25.73263888888889,69.35416666666667,17.8,20.3,17.4,41.0,36.7,28.7,36.9,97.0
2017-06-23,0,24.371527777777786,23.19166666666667,23.686805555555555,72.85416666666667,19.7,20.5,19.6,50.0,34.5,26.6,31.9,97.0,22.64027777777777,23.19375,22.31250000000001,90.35416666666669,18.3,21.2,18.0,75.0,30.8,25.4,30.1,100.0,26.04652777777777,24.66666666666667,25.28055555555556,76.5763888888889,16.8,20.6,16.3,44.0,39.4,29.7,39.1,100.0
2017-06-24,0,26.41875000000001,25.086805555555554,26.17152777777777,74.125,18.1,21.2,18.0,46.0,37.9,29.7,38.0,100.0,24.371527777777786,23.19166666666667,23.686805555555555,72.85416666666667,19.7,20.5,19.6,50.0,34.5,26.6,31.9,97.0,22.64027777777777,23.19375,22.31250000000001,90.35416666666669,18.3,21.2,18.0,75.0,30.8,25.4,30.1,100.0
2017-06-25,0,26.004166666666652,25.056944444444426,25.469444444444452,76.65277777777777,19.7,22.3,19.2,46.0,37.0,28.8,35.6,100.0,26.41875000000001,25.086805555555554,26.17152777777777,74.125,18.1,21.2,18.0,46.0,37.9,29.7,38.0,100.0,24.371527777777786,23.19166666666667,23.686805555555555,72.85416666666667,19.7,20.5,19.6,50.0,34.5,26.6,31.9,97.0
2017-06-26,0,23.474999999999987,23.987500000000008,23.463888888888878,88.68055555555556,20.6,22.8,20.3,73.0,28.9,25.3,27.8,95.0,26.004166666666652,25.056944444444426,25.469444444444452,76.65277777777777,19.7,22.3,19.2,46.0,37.0,28.8,35.6,100.0,26.41875000000001,25.086805555555554,26.17152777777777,74.125,18.1,21.2,18.0,46.0,37.9,29.7,38.0,100.0
2017-06-27,0,25.08055555555555,24.171527777777786,24.48194444444444,79.80555555555556,21.1,22.4,21.1,56.0,31.4,26.4,29.9,100.0,23.474999999999987,23.987500000000008,23.463888888888878,88.68055555555556,20.6,22.8,20.3,73.0,28.9,25.3,27.8,95.0,26.004166666666652,25.056944444444426,25.469444444444452,76.65277777777777,19.7,22.3,19.2,46.0,37.0,28.8,35.6,100.0
2017-06-28,0,25.191666666666684,24.436805555555555,24.60416666666668,82.88194444444444,20.7,22.5,19.1,52.0,35.0,27.4,32.7,100.0,25.08055555555555,24.171527777777786,24.48194444444444,79.80555555555556,21.1,22.4,21.1,56.0,31.4,26.4,29.9,100.0,23.474999999999987,23.987500000000008,23.463888888888878,88.68055555555556,20.6,22.8,20.3,73.0,28.9,25.3,27.8,95.0
2017-06-29,0,24.78194444444443,24.6375,24.72708333333333,87.77083333333331,21.5,23.1,22.0,62.0,31.9,27.3,30.7,99.0,25.191666666666684,24.436805555555555,24.60416666666668,82.88194444444444,20.7,22.5,19.1,52.0,35.0,27.4,32.7,100.0,25.08055555555555,24.171527777777786,24.48194444444444,79.80555555555556,21.1,22.4,21.1,56.0,31.4,26.4,29.9,100.0
2017-06-30,0,24.82083333333334,24.53888888888891,24.632638888888888,87.2986111111111,21.0,23.2,21.6,62.0,30.8,26.5,29.4,100.0,24.78194444444443,24.6375,24.72708333333333,87.77083333333331,21.5,23.1,22.0,62.0,31.9,27.3,30.7,99.0,25.191666666666684,24.436805555555555,24.60416666666668,82.88194444444444,20.7,22.5,19.1,52.0,35.0,27.4,32.7,100.0
2017-07-01,0,24.758333333333336,24.47361111111111,24.63194444444445,90.85416666666669,21.3,23.1,21.8,72.0,31.4,26.7,29.4,100.0,24.82083333333334,24.53888888888891,24.632638888888888,87.2986111111111,21.0,23.2,21.6,62.0,30.8,26.5,29.4,100.0,24.78194444444443,24.6375,24.72708333333333,87.77083333333331,21.5,23.1,22.0,62.0,31.9,27.3,30.7,99.0
2017-07-02,0,28.810416666666665,27.001388888888897,28.686805555555573,80.625,22.4,23.8,23.4,46.0,39.6,30.5,39.2,100.0,24.758333333333336,24.47361111111111,24.63194444444445,90.85416666666669,21.3,23.1,21.8,72.0,31.4,26.7,29.4,100.0,24.82083333333334,24.53888888888891,24.632638888888888,87.2986111111111,21.0,23.2,21.6,62.0,30.8,26.5,29.4,100.0
2017-07-03,0,29.980555555555554,28.038888888888888,29.568750000000023,77.15972222222223,22.9,24.8,23.5,51.0,39.9,32.6,40.0,100.0,28.810416666666665,27.001388888888897,28.686805555555573,80.625,22.4,23.8,23.4,46.0,39.6,30.5,39.2,100.0,24.758333333333336,24.47361111111111,24.63194444444445,90.85416666666669,21.3,23.1,21.8,72.0,31.4,26.7,29.4,100.0
2017-07-04,0,31.121527777777786,29.79861111111111,30.71388888888889,70.1111111111111,24.1,25.6,24.4,46.0,39.8,36.3,39.7,98.0,29.980555555555554,28.038888888888888,29.568750000000023,77.15972222222223,22.9,24.8,23.5,51.0,39.9,32.6,40.0,100.0,28.810416666666665,27.001388888888897,28.686805555555573,80.625,22.4,23.8,23.4,46.0,39.6,30.5,39.2,100.0
2017-07-05,0,29.020138888888887,27.93680555555556,28.35694444444445,83.63194444444444,24.7,25.3,25.0,62.0,38.1,32.6,35.9,99.0,31.121527777777786,29.79861111111111,30.71388888888889,70.1111111111111,24.1,25.6,24.4,46.0,39.8,36.3,39.7,98.0,29.980555555555554,28.038888888888888,29.568750000000023,77.15972222222223,22.9,24.8,23.5,51.0,39.9,32.6,40.0,100.0
2017-07-06,0,27.68124999999999,26.72500000000001,27.25625,76.63194444444444,23.3,24.2,23.8,53.0,37.4,32.1,36.0,96.0,29.020138888888887,27.93680555555556,28.35694444444445,83.63194444444444,24.7,25.3,25.0,62.0,38.1,32.6,35.9,99.0,31.121527777777786,29.79861111111111,30.71388888888889,70.1111111111111,24.1,25.6,24.4,46.0,39.8,36.3,39.7,98.0
2017-08-04,0,29.431249999999995,27.093750000000004,28.36805555555555,73.47916666666667,23.4,25.0,24.0,45.0,41.8,30.1,36.3,94.0,27.596527777777794,27.12708333333333,27.7111111111111,88.1111111111111,24.3,25.5,24.7,75.0,37.4,29.4,35.1,100.0,30.50000000000001,28.66250000000001,29.5090277777778,80.3888888888889,24.8,26.5,25.8,64.0,38.1,31.7,35.0,97.0
2017-08-05,0,30.579861111111107,27.880555555555553,29.563194444444452,76.4236111111111,24.0,25.6,24.7,51.0,41.7,30.7,36.7,100.0,29.431249999999995,27.093750000000004,28.36805555555555,73.47916666666667,23.4,25.0,24.0,45.0,41.8,30.1,36.3,94.0,27.596527777777794,27.12708333333333,27.7111111111111,88.1111111111111,24.3,25.5,24.7,75.0,37.4,29.4,35.1,100.0
2017-08-06,0,29.77916666666665,28.199305555555547,29.02361111111113,83.52083333333333,25.4,26.7,26.3,58.0,40.7,30.5,36.1,100.0,30.579861111111107,27.880555555555553,29.563194444444452,76.4236111111111,24.0,25.6,24.7,51.0,41.7,30.7,36.7,100.0,29.431249999999995,27.093750000000004,28.36805555555555,73.47916666666667,23.4,25.0,24.0,45.0,41.8,30.1,36.3,94.0
2017-08-07,0,31.98611111111109,29.156249999999986,31.665972222222226,85.27083333333333,25.1,26.7,26.1,54.0,45.1,32.4,38.1,100.0,29.77916666666665,28.199305555555547,29.02361111111113,83.52083333333333,25.4,26.7,26.3,58.0,40.7,30.5,36.1,100.0,30.579861111111107,27.880555555555553,29.563194444444452,76.4236111111111,24.0,25.6,24.7,51.0,41.7,30.7,36.7,100.0
2017-08-08,0,28.140277777777786,28.01944444444447,28.50833333333333,91.46527777777777,26.4,27.5,27.4,78.0,35.5,29.3,31.8,100.0,31.98611111111109,29.156249999999986,31.665972222222226,85.27083333333333,25.1,26.7,26.1,54.0,45.1,32.4,38.1,100.0,29.77916666666665,28.199305555555547,29.02361111111113,83.52083333333333,25.4,26.7,26.3,58.0,40.7,30.5,36.1,100.0
2017-08-09,0,29.73263888888889,27.866666666666674,29.13124999999999,76.93055555555556,24.8,26.3,26.2,56.0,40.2,30.3,34.9,100.0,28.140277777777786,28.01944444444447,28.50833333333333,91.46527777777777,26.4,27.5,27.4,78.0,35.5,29.3,31.8,100.0,31.98611111111109,29.156249999999986,31.665972222222226,85.27083333333333,25.1,26.7,26.1,54.0,45.1,32.4,38.1,100.0
2017-08-10,0,31.22430555555555,27.909027777777787,30.309027777777793,68.38194444444444,24.6,25.5,25.2,47.0,42.6,31.0,37.3,100.0,29.73263888888889,27.866666666666674,29.13124999999999,76.93055555555556,24.8,26.3,26.2,56.0,40.2,30.3,34.9,100.0,28.140277777777786,28.01944444444447,28.50833333333333,91.46527777777777,26.4,27.5,27.4,78.0,35.5,29.3,31.8,100.0
2017-08-11,0,31.45138888888891,28.50486111111111,30.004861111111094,76.55555555555556,24.0,25.9,25.0,51.0,42.7,32.0,37.8,100.0,31.22430555555555,27.909027777777787,30.309027777777793,68.38194444444444,24.6,25.5,25.2,47.0,42.6,31.0,37.3,100.0,29.73263888888889,27.866666666666674,29.13124999999999,76.93055555555556,24.8,26.3,26.2,56.0,40.2,30.3,34.9,100.0
2017-08-12,1,29.520138888888873,28.40763888888889,29.07708333333333,84.96527777777777,25.3,26.2,26.4,62.0,40.3,31.0,35.6,100.0,31.45138888888891,28.50486111111111,30.004861111111094,76.55555555555556,24.0,25.9,25.0,51.0,42.7,32.0,37.8,100.0,31.22430555555555,27.909027777777787,30.309027777777793,68.38194444444444,24.6,25.5,25.2,47.0,42.6,31.0,37.3,100.0
2017-08-13,1,28.684027777777768,28.030555555555573,28.590277777777768,84.16666666666667,24.4,26.5,25.6,63.0,36.2,30.5,34.0,98.0,29.520138888888873,28.40763888888889,29.07708333333333,84.96527777777777,25.3,26.2,26.4,62.0,40.3,31.0,35.6,100.0,31.45138888888891,28.50486111111111,30.004861111111094,76.55555555555556,24.0,25.9,25.0,51.0,42.7,32.0,37.8,100.0
2017-08-14,1,29.27430555555555,27.691666666666666,28.434027777777786,80.97222222222223,22.7,25.3,23.8,61.0,39.8,30.4,35.3,100.0,28.684027777777768,28.030555555555573,28.590277777777768,84.16666666666667,24.4,26.5,25.6,63.0,36.2,30.5,34.0,98.0,29.520138888888873,28.40763888888889,29.07708333333333,84.96527777777777,25.3,26.2,26.4,62.0,40.3,31.0,35.6,100.0
2017-08-15,1,28.574305555555576,27.49305555555554,28.049999999999986,79.1736111111111,23.7,25.8,24.8,61.0,37.2,29.7,33.9,93.0,29.27430555555555,27.691666666666666,28.434027777777786,80.97222222222223,22.7,25.3,23.8,61.0,39.8,30.4,35.3,100.0,28.684027777777768,28.030555555555573,28.590277777777768,84.16666666666667,24.4,26.5,25.6,63.0,36.2,30.5,34.0,98.0
2017-08-16,1,27.059027777777796,26.93750000000001,27.038888888888888,85.54166666666667,24.1,25.8,24.9,67.0,34.3,28.5,30.9,92.0,28.574305555555576,27.49305555555554,28.049999999999986,79.1736111111111,23.7,25.8,24.8,61.0,37.2,29.7,33.9,93.0,29.27430555555555,27.691666666666666,28.434027777777786,80.97222222222223,22.7,25.3,23.8,61.0,39.8,30.4,35.3,100.0
2017-08-17,1,27.38819444444445,26.70833333333333,27.92777777777779,88.09027777777777,23.8,25.3,24.6,64.0,37.4,28.7,35.1,100.0,27.059027777777796,26.93750000000001,27.038888888888888,85.54166666666667,24.1,25.8,24.9,67.0,34.3,28.5,30.9,92.0,28.574305555555576,27.49305555555554,28.049999999999986,79.1736111111111,23.7,25.8,24.8,61.0,37.2,29.7,33.9,93.0
2017-08-18,1,29.29722222222223,27.75138888888889,28.654166666666665,79.8888888888889,24.6,25.9,25.6,58.0,39.8,30.5,34.9,94.0,27.38819444444445,26.70833333333333,27.92777777777779,88.09027777777777,23.8,25.3,24.6,64.0,37.4,28.7,35.1,100.0,27.059027777777796,26.93750000000001,27.038888888888888,85.54166666666667,24.1,25.8,24.9,67.0,34.3,28.5,30.9,92.0
2017-08-19,1,28.43541666666667,27.72986111111112,28.749305555555573,90.61805555555556,24.7,26.4,25.7,78.0,38.3,29.6,35.8,100.0,29.29722222222223,27.75138888888889,28.654166666666665,79.8888888888889,24.6,25.9,25.6,58.0,39.8,30.5,34.9,94.0,27.38819444444445,26.70833333333333,27.92777777777779,88.09027777777777,23.8,25.3,24.6,64.0,37.4,28.7,35.1,100.0
2017-08-20,1,30.35347222222222,28.454861111111107,29.4625,78.94444444444444,24.1,26.1,25.0,56.0,42.2,31.3,36.0,96.0,28.43541666666667,27.72986111111112,28.749305555555573,90.61805555555556,24.7,26.4,25.7,78.0,38.3,29.6,35.8,100.0,29.29722222222223,27.75138888888889,28.654166666666665,79.8888888888889,24.6,25.9,25.6,58.0,39.8,30.5,34.9,94.0
2017-08-21,1,29.46597222222221,28.185416666666654,29.429861111111123,83.64583333333333,23.7,25.9,24.6,62.0,38.0,30.8,38.2,100.0,30.35347222222222,28.454861111111107,29.4625,78.94444444444444,24.1,26.1,25.0,56.0,42.2,31.3,36.0,96.0,28.43541666666667,27.72986111111112,28.749305555555573,90.61805555555556,24.7,26.4,25.7,78.0,38.3,29.6,35.8,100.0
2017-08-22,1,29.731249999999992,28.40625,29.04791666666668,80.84722222222223,24.5,26.5,25.5,58.0,41.4,31.1,35.5,93.0,29.46597222222221,28.185416666666654,29.429861111111123,83.64583333333333,23.7,25.9,24.6,62.0,38.0,30.8,38.2,100.0,30.35347222222222,28.454861111111107,29.4625,78.94444444444444,24.1,26.1,25.0,56.0,42.2,31.3,36.0,96.0
2017-08-23,1,29.486805555555566,28.37638888888889,28.78194444444444,81.8263888888889,24.4,26.6,25.2,64.0,42.3,31.0,36.1,94.0,29.731249999999992,28.40625,29.04791666666668,80.84722222222223,24.5,26.5,25.5,58.0,41.4,31.1,35.5,93.0,29.46597222222221,28.185416666666654,29.429861111111123,83.64583333333333,23.7,25.9,24.6,62.0,38.0,30.8,38.2,100.0
2017-08-24,1,29.8125,28.188194444444445,29.49791666666665,80.74305555555556,24.0,26.2,24.9,51.0,39.8,30.6,35.8,100.0,29.486805555555566,28.37638888888889,28.78194444444444,81.8263888888889,24.4,26.6,25.2,64.0,42.3,31.0,36.1,94.0,29.731249999999992,28.40625,29.04791666666668,80.84722222222223,24.5,26.5,25.5,58.0,41.4,31.1,35.5,93.0
2017-08-25,1,31.42916666666667,29.16944444444444,30.506250000000005,78.41666666666667,25.9,27.0,26.5,56.0,39.9,32.0,36.5,100.0,29.8125,28.188194444444445,29.49791666666665,80.74305555555556,24.0,26.2,24.9,51.0,39.8,30.6,35.8,100.0,29.486805555555566,28.37638888888889,28.78194444444444,81.8263888888889,24.4,26.6,25.2,64.0,42.3,31.0,36.1,94.0
2017-08-26,1,30.96875,29.18194444444445,30.17916666666666,80.4513888888889,25.3,27.1,26.1,57.0,38.4,31.8,36.0,100.0,31.42916666666667,29.16944444444444,30.506250000000005,78.41666666666667,25.9,27.0,26.5,56.0,39.9,32.0,36.5,100.0,29.8125,28.188194444444445,29.49791666666665,80.74305555555556,24.0,26.2,24.9,51.0,39.8,30.6,35.8,100.0
2017-08-27,1,29.37708333333333,28.070138888888877,28.90347222222221,68.24305555555556,23.5,25.6,24.2,40.0,38.5,30.7,35.7,95.0,30.96875,29.18194444444445,30.17916666666666,80.4513888888889,25.3,27.1,26.1,57.0,38.4,31.8,36.0,100.0,31.42916666666667,29.16944444444444,30.506250000000005,78.41666666666667,25.9,27.0,26.5,56.0,39.9,32.0,36.5,100.0
2017-08-28,1,27.970833333333324,26.747916666666665,27.12361111111111,76.69444444444444,21.3,24.1,22.2,58.0,38.2,29.6,33.0,100.0,29.37708333333333,28.070138888888877,28.90347222222221,68.24305555555556,23.5,25.6,24.2,40.0,38.5,30.7,35.7,95.0,30.96875,29.18194444444445,30.17916666666666,80.4513888888889,25.3,27.1,26.1,57.0,38.4,31.8,36.0,100.0
2017-08-29,1,28.171527777777772,27.03263888888889,27.366666666666685,78.69444444444444,22.8,24.8,23.6,53.0,41.5,29.6,35.0,92.0,27.970833333333324,26.747916666666665,27.12361111111111,76.69444444444444,21.3,24.1,22.2,58.0,38.2,29.6,33.0,100.0,29.37708333333333,28.070138888888877,28.90347222222221,68.24305555555556,23.5,25.6,24.2,40.0,38.5,30.7,35.7,95.0
2017-08-30,1,29.84791666666668,28.163888888888888,29.41458333333334,86.77083333333331,24.5,26.2,25.4,58.0,38.3,30.5,35.4,100.0,28.171527777777772,27.03263888888889,27.366666666666685,78.69444444444444,22.8,24.8,23.6,53.0,41.5,29.6,35.0,92.0,27.970833333333324,26.747916666666665,27.12361111111111,76.69444444444444,21.3,24.1,22.2,58.0,38.2,29.6,33.0,100.0
2017-08-31,1,30.9875,28.80763888888887,30.77013888888888,80.05555555555556,24.9,26.9,25.7,50.0,41.9,31.3,36.8,100.0,29.84791666666668,28.163888888888888,29.41458333333334,86.77083333333331,24.5,26.2,25.4,58.0,38.3,30.5,35.4,100.0,28.171527777777772,27.03263888888889,27.366666666666685,78.69444444444444,22.8,24.8,23.6,53.0,41.5,29.6,35.0,92.0
2017-09-01,1,28.561805555555548,27.441666666666666,27.76388888888891,79.625,23.5,25.8,23.9,53.0,40.7,30.0,34.4,100.0,30.9875,28.80763888888887,30.77013888888888,80.05555555555556,24.9,26.9,25.7,50.0,41.9,31.3,36.8,100.0,29.84791666666668,28.163888888888888,29.41458333333334,86.77083333333331,24.5,26.2,25.4,58.0,38.3,30.5,35.4,100.0
2017-09-02,1,27.336805555555557,25.76666666666667,26.53541666666667,61.6875,19.6,22.9,20.7,43.0,40.4,29.0,33.5,81.0,28.561805555555548,27.441666666666666,27.76388888888891,79.625,23.5,25.8,23.9,53.0,40.7,30.0,34.4,100.0,30.9875,28.80763888888887,30.77013888888888,80.05555555555556,24.9,26.9,25.7,50.0,41.9,31.3,36.8,100.0
2017-09-03,1,26.57986111111111,25.46319444444445,25.992361111111112,73.5138888888889,20.7,23.4,21.4,46.0,36.4,28.4,32.8,100.0,27.336805555555557,25.76666666666667,26.53541666666667,61.6875,19.6,22.9,20.7,43.0,40.4,29.0,33.5,81.0,28.561805555555548,27.441666666666666,27.76388888888891,79.625,23.5,25.8,23.9,53.0,40.7,30.0,34.4,100.0
2017-09-04,1,25.37708333333333,24.26250000000001,24.47569444444443,71.27777777777777,18.1,21.6,19.0,46.0,37.1,27.5,31.8,100.0,26.57986111111111,25.46319444444445,25.992361111111112,73.5138888888889,20.7,23.4,21.4,46.0,36.4,28.4,32.8,100.0,27.336805555555557,25.76666666666667,26.53541666666667,61.6875,19.6,22.9,20.7,43.0,40.4,29.0,33.5,81.0
2017-09-05,0,24.979861111111106,24.352083333333336,24.417361111111113,75.35416666666667,19.7,22.3,20.4,60.0,32.0,26.4,29.0,92.0,25.37708333333333,24.26250000000001,24.47569444444443,71.27777777777777,18.1,21.6,19.0,46.0,37.1,27.5,31.8,100.0,26.57986111111111,25.46319444444445,25.992361111111112,73.5138888888889,20.7,23.4,21.4,46.0,36.4,28.4,32.8,100.0
2017-09-06,0,26.05694444444444,24.98680555555556,25.442361111111122,83.27083333333333,19.8,22.5,20.6,57.0,36.5,27.8,31.9,100.0,24.979861111111106,24.352083333333336,24.417361111111113,75.35416666666667,19.7,22.3,20.4,60.0,32.0,26.4,29.0,92.0,25.37708333333333,24.26250000000001,24.47569444444443,71.27777777777777,18.1,21.6,19.0,46.0,37.1,27.5,31.8,100.0
2017-09-07,0,25.4625,25.140277777777772,25.77499999999999,88.4861111111111,22.3,24.0,23.0,66.0,32.5,26.9,29.9,100.0,26.05694444444444,24.98680555555556,25.442361111111122,83.27083333333333,19.8,22.5,20.6,57.0,36.5,27.8,31.9,100.0,24.979861111111106,24.352083333333336,24.417361111111113,75.35416666666667,19.7,22.3,20.4,60.0,32.0,26.4,29.0,92.0
2017-09-08,0,27.431944444444426,26.334027777777766,27.02708333333333,85.5625,22.1,24.2,23.1,66.0,37.8,28.7,33.3,98.0,25.4625,25.140277777777772,25.77499999999999,88.4861111111111,22.3,24.0,23.0,66.0,32.5,26.9,29.9,100.0,26.05694444444444,24.98680555555556,25.442361111111122,83.27083333333333,19.8,22.5,20.6,57.0,36.5,27.8,31.9,100.0
2017-09-09,0,28.00555555555556,26.28750000000001,27.44652777777778,76.94444444444444,23.4,24.7,23.9,39.0,36.8,28.8,34.5,100.0,27.431944444444426,26.334027777777766,27.02708333333333,85.5625,22.1,24.2,23.1,66.0,37.8,28.7,33.3,98.0,25.4625,25.140277777777772,25.77499999999999,88.4861111111111,22.3,24.0,23.0,66.0,32.5,26.9,29.9,100.0
2017-09-10,0,27.088888888888874,25.926388888888887,26.575000000000006,79.8611111111111,21.2,23.6,22.0,52.0,37.3,28.7,33.6,100.0,28.00555555555556,26.28750000000001,27.44652777777778,76.94444444444444,23.4,24.7,23.9,39.0,36.8,28.8,34.5,100.0,27.431944444444426,26.334027777777766,27.02708333333333,85.5625,22.1,24.2,23.1,66.0,37.8,28.7,33.3,98.0
2017-09-11,0,26.759027777777767,25.77569444444445,26.183333333333348,78.88194444444444,21.8,23.8,22.7,53.0,38.0,29.2,33.3,94.0,27.088888888888874,25.926388888888887,26.575000000000006,79.8611111111111,21.2,23.6,22.0,52.0,37.3,28.7,33.6,100.0,28.00555555555556,26.28750000000001,27.44652777777778,76.94444444444444,23.4,24.7,23.9,39.0,36.8,28.8,34.5,100.0
2017-09-12,0,26.13680555555553,25.32777777777777,26.44375000000001,85.33333333333333,22.2,23.9,22.7,64.0,35.3,27.4,33.7,100.0,26.759027777777767,25.77569444444445,26.183333333333348,78.88194444444444,21.8,23.8,22.7,53.0,38.0,29.2,33.3,94.0,27.088888888888874,25.926388888888887,26.575000000000006,79.8611111111111,21.2,23.6,22.0,52.0,37.3,28.7,33.6,100.0
2017-09-13,0,25.578472222222203,25.565277777777773,25.874305555555548,89.89583333333331,22.7,24.5,23.7,78.0,29.9,26.8,28.8,100.0,26.13680555555553,25.32777777777777,26.44375000000001,85.33333333333333,22.2,23.9,22.7,64.0,35.3,27.4,33.7,100.0,26.759027777777767,25.77569444444445,26.183333333333348,78.88194444444444,21.8,23.8,22.7,53.0,38.0,29.2,33.3,94.0
2017-09-14,0,26.972916666666674,25.328472222222214,26.506944444444443,76.4861111111111,20.7,23.1,21.6,56.0,36.9,28.2,33.7,100.0,25.578472222222203,25.565277777777773,25.874305555555548,89.89583333333331,22.7,24.5,23.7,78.0,29.9,26.8,28.8,100.0,26.13680555555553,25.32777777777777,26.44375000000001,85.33333333333333,22.2,23.9,22.7,64.0,35.3,27.4,33.7,100.0
2017-09-15,0,25.45069444444444,24.0361111111111,25.31458333333333,72.13194444444444,19.0,22.0,19.7,49.0,35.5,26.8,33.1,100.0,26.972916666666674,25.328472222222214,26.506944444444443,76.4861111111111,20.7,23.1,21.6,56.0,36.9,28.2,33.7,100.0,25.578472222222203,25.565277777777773,25.874305555555548,89.89583333333331,22.7,24.5,23.7,78.0,29.9,26.8,28.8,100.0
2017-09-16,0,22.975694444444446,22.56666666666667,23.125694444444452,79.2986111111111,17.3,20.4,18.0,62.0,33.9,24.6,35.8,100.0,25.45069444444444,24.0361111111111,25.31458333333333,72.13194444444444,19.0,22.0,19.7,49.0,35.5,26.8,33.1,100.0,26.972916666666674,25.328472222222214,26.506944444444443,76.4861111111111,20.7,23.1,21.6,56.0,36.9,28.2,33.7,100.0
2017-09-17,0,20.03055555555555,21.602083333333336,12.542361111111115,95.67361111111113,18.8,21.2,5.2,81.0,21.1,22.1,21.3,100.0,22.975694444444446,22.56666666666667,23.125694444444452,79.2986111111111,17.3,20.4,18.0,62.0,33.9,24.6,35.8,100.0,25.45069444444444,24.0361111111111,25.31458333333333,72.13194444444444,19.0,22.0,19.7,49.0,35.5,26.8,33.1,100.0
2017-09-18,0,23.679861111111123,22.922222222222228,18.491666666666674,95.48611111111113,18.4,20.9,7.6,79.0,32.4,25.3,29.5,100.0,20.03055555555555,21.602083333333336,12.542361111111115,95.67361111111113,18.8,21.2,5.2,81.0,21.1,22.1,21.3,100.0,22.975694444444446,22.56666666666667,23.125694444444452,79.2986111111111,17.3,20.4,18.0,62.0,33.9,24.6,35.8,100.0
2017-09-19,0,26.396527777777766,24.74097222222222,26.04861111111111,83.9513888888889,18.9,22.1,19.6,52.0,36.1,27.7,34.8,100.0,23.679861111111123,22.922222222222228,18.491666666666674,95.48611111111113,18.4,20.9,7.6,79.0,32.4,25.3,29.5,100.0,20.03055555555555,21.602083333333336,12.542361111111115,95.67361111111113,18.8,21.2,5.2,81.0,21.1,22.1,21.3,100.0
